time,code,open,close,high,low,volume,money
2025-01-02,000300.XSHG,3931.8155,3820.3952,3934.2034,3796.3389,21789872400.0,388636586639.3
2025-01-03,000300.XSHG,3825.2426,3775.1648,3835.9353,3767.6653,17534267600.0,304322755435.9
2025-01-06,000300.XSHG,3775.9902,3768.9697,3788.8489,3743.0727,15094667000.0,262803541116.2
2025-01-07,000300.XSHG,3760.866,3796.1055,3797.602,3749.0581,14645577900.0,266855795347.4
2025-01-08,000300.XSHG,3781.261,3789.2153,3810.7355,3731.1887,16916696800.0,300965725432.7
2025-01-09,000300.XSHG,3780.7341,3779.8773,3795.2608,3768.681,12979400200.0,251486002819.8
2025-01-10,000300.XSHG,3778.8928,3732.4806,3786.8069,3732.4806,13752317100.0,275354209064.3
2025-01-13,000300.XSHG,3704.4442,3722.513,3737.8852,3704.1073,13644619900.0,247861953196.7
2025-01-14,000300.XSHG,3728.5561,3820.5395,3826.6399,3718.8768,17066465700.0,345461480063.6
2025-01-15,000300.XSHG,3810.0353,3796.026,3816.8284,3790.1655,14147552000.0,278850595531.7
2025-01-16,000300.XSHG,3812.1935,3800.3836,3842.947,3776.2861,14450587100.0,305734630771.3
2025-01-17,000300.XSHG,3788.3729,3812.3429,3831.6404,3780.2133,12662196100.0,265437489593.6
2025-01-20,000300.XSHG,3835.3042,3829.6764,3858.6677,3821.9815,13958127700.0,292175449108.6
2025-01-21,000300.XSHG,3850.3563,3832.6145,3850.9106,3817.1214,14121840600.0,285073351693.4
2025-01-22,000300.XSHG,3823.9447,3797.0166,3823.9447,3783.1438,13725506200.0,298745637551.4
2025-01-23,000300.XSHG,3829.0462,3803.7439,3864.2585,3801.8531,18056955100.0,345198071113.9
2025-01-24,000300.XSHG,3793.8498,3832.8637,3847.6003,3793.4836,14897172200.0,296474375469.1
2025-01-27,000300.XSHG,3836.9578,3817.0802,3851.9969,3817.0802,14667077200.0,282940127540.6
2025-02-05,000300.XSHG,3844.6998,3795.0848,3844.6998,3785.162,15716830800.0,346016202025.2
2025-02-06,000300.XSHG,3789.6086,3842.8314,3843.4942,3788.3196,16728817600.0,371891971101.4
2025-02-07,000300.XSHG,3844.0574,3892.7028,3919.3499,3833.8685,22185770700.0,487381557078.2
2025-02-10,000300.XSHG,3898.1023,3901.0618,3906.3678,3878.8314,18890304000.0,384968342874.3
2025-02-11,000300.XSHG,3905.1594,3883.1352,3905.1594,3872.9087,16657490900.0,337866056115.9
2025-02-12,000300.XSHG,3875.9596,3919.8617,3920.7229,3867.3538,16422854000.0,354830596297.9
2025-02-13,000300.XSHG,3913.9044,3905.1398,3939.1978,3904.9845,17248587400.0,376473453306.6
2025-02-14,000300.XSHG,3900.8274,3939.0085,3942.0356,3900.8274,17297645200.0,360974236854.4
2025-02-17,000300.XSHG,3954.4147,3947.3983,3955.8959,3921.7017,21358824600.0,430929575563.2
2025-02-18,000300.XSHG,3942.5761,3912.7829,3965.4232,3901.8675,20942510100.0,400186229940.7
2025-02-19,000300.XSHG,3906.2201,3940.1602,3943.6742,3904.1455,18282951700.0,363680372562.7
2025-02-20,000300.XSHG,3934.6503,3928.8959,3940.678,3916.1772,16389523600.0,325972429362.6
2025-02-21,000300.XSHG,3938.0518,3978.444,3981.048,3927.7874,22740033000.0,504645493577.1
2025-02-24,000300.XSHG,3972.4831,3969.7169,3995.9456,3949.2309,22081061800.0,455088749684.5
2025-02-25,000300.XSHG,3933.636,3925.6505,3955.4336,3915.6527,17810858000.0,377981451250.4
2025-02-26,000300.XSHG,3931.842,3959.9413,3960.3298,3925.3664,19106250100.0,386458193762.6
