code,market_cap,pct_change
300296.XSHE,135.1069,-1.3289036544850363
002171.XSHE,135.2414,2.6166097838452806
000935.XSHE,135.2816,0.16958733747878263
601952.XSHG,135.5952,0.20942408376962707
300718.XSHE,135.6313,-1.4533653167771998
688322.XSHG,135.8073,0.1896453631708761
601375.XSHG,135.8323,-0.761421319796951
688475.XSHG,135.954,1.5290519877675823
603306.XSHG,136.0006,2.944846518592459
002936.XSHE,136.0245,-0.4950495049505066
002488.XSHE,136.1724,-0.8048289738430636
600285.XSHG,136.2038,0.17301038062282892
002268.XSHE,136.3466,-0.6180469715698522
000799.XSHE,136.6207,-0.2162421912542012
688538.XSHG,136.9032,0.0
300204.XSHE,137.4287,-4.524590163934428
300315.XSHE,137.6752,-4.136690647482011
000681.XSHE,137.7203,-0.14720314033365156
600623.XSHG,137.7676,1.2676056338028374
000970.XSHE,137.8633,-0.5263157894736858
603882.XSHG,138.0404,-0.09990009990010762
601107.XSHG,138.1991,-2.0866773675762618
002015.XSHE,138.3073,-0.9378663540445475
300294.XSHE,138.3154,2.020958083832336
601020.XSHG,138.41,0.23752969121140222
600500.XSHG,138.4475,0.5208333333333259
000778.XSHE,138.613,0.5681818181818121
688110.XSHG,138.6453,-0.4761904761904745
601969.XSHG,138.8623,1.1577424023154759
600480.XSHG,138.8972,-1.7513134851138257
002416.XSHE,139.0355,-0.959023539668713
002276.XSHE,139.3046,-1.6323633782824754
000761.XSHE,139.4295,0.0
603360.XSHG,139.4792,-1.3979031452820867
601595.XSHG,140.0177,0.16061676839063121
002270.XSHE,140.0778,-0.39473684210525883
601636.XSHG,140.0797,0.3875968992248069
603063.XSHG,140.2663,-1.715919923736886
300638.XSHE,140.2663,0.0
300762.XSHE,140.6015,-1.147902869757167
300475.XSHE,140.877,3.8299253489126883
603583.XSHG,141.0109,-2.741892960717107
600906.XSHG,141.0492,-0.7598784194528863
002597.XSHE,141.1379,0.0803858520900258
600022.XSHG,141.2248,1.538461538461533
300487.XSHE,141.3856,-1.5391285497507012
600575.XSHG,141.4599,0.27548209366392573
300633.XSHE,141.5835,-1.148036253776441
601137.XSHG,141.8131,-0.17094017094018144
601869.XSHG,141.934,0.2305475504322807
002226.XSHE,141.9801,2.316602316602312
600216.XSHG,142.6102,-1.4305177111716527
600248.XSHG,142.671,1.0752688172043001
600456.XSHG,142.7599,1.2345679012345734
601900.XSHG,142.8923,-0.2595717066839809
002385.XSHE,143.0776,0.0
603025.XSHG,143.0835,-0.8455034588777832
300088.XSHE,143.4136,-0.868055555555558
600529.XSHG,143.5397,0.047528517110273505
600373.XSHG,143.7632,-0.387596899224818
600872.XSHG,143.7893,-0.32804811372333376
603308.XSHG,143.8199,1.680268843014887
002153.XSHE,144.1387,10.02444987775062
603733.XSHG,144.1603,-0.449550449550451
600420.XSHG,144.1761,0.0
605198.XSHG,144.7096,-2.939685757729338
000688.XSHE,144.7255,0.8627450980392082
600884.XSHG,144.7963,-0.2421307506053183
600877.XSHG,145.0473,0.8230452674897082
002139.XSHE,145.1327,-0.4408523144746379
601827.XSHG,145.291,0.7151370679379987
600850.XSHG,145.2989,-0.04293688278229624
600750.XSHG,145.3437,0.22831050228311334
000875.XSHE,145.3572,0.0
600916.XSHG,145.488,0.0
000088.XSHE,145.8094,0.6681514476614581
300364.XSHE,145.8219,-1.2080536912751794
300468.XSHE,145.9583,-7.550335570469802
600006.XSHG,146.0,-1.3531799729363914
603638.XSHG,146.0222,-0.794551645856989
002583.XSHE,146.1019,-0.9565217391304337
605099.XSHG,146.1529,9.996988858777467
600320.XSHG,146.1679,-0.4576659038901698
688375.XSHG,146.1691,-1.6900395541172175
000089.XSHE,146.423,0.8620689655172376
002701.XSHE,146.7951,0.0
601369.XSHG,146.8107,0.0
600388.XSHG,147.1984,1.046207497820384
600206.XSHG,147.3003,-0.2881844380403509
600057.XSHG,147.3367,0.47095761381477086
002607.XSHE,147.3422,-1.3468013468013518
600761.XSHG,147.4987,-1.376421304608022
600331.XSHG,147.5232,0.8333333333333304
688116.XSHG,147.7907,0.37585153864223564
600595.XSHG,147.8917,0.5449591280654031
300777.XSHE,147.9264,0.3160011490950909
601677.XSHG,148.1096,-0.16694490818029983
600155.XSHG,148.14700000000005,-0.7451564828613977
600452.XSHG,148.4299,-0.9307135470527417
600933.XSHG,148.6578,-2.2280471821756187
301091.XSHE,148.7741,-0.9142053445850951
300548.XSHE,148.8852,1.8756895917616756
603358.XSHG,148.9224,0.0
300724.XSHE,149.0236,0.07713073659854075
688114.XSHG,149.2231,-0.2845759817871385
600827.XSHG,149.3743,0.6659267480577213
000657.XSHE,149.5524,0.5952380952380931
002617.XSHE,149.614,-2.3456790123456694
