code,market_cap,pct_change
001226.XSHE,5.1408,0.5185185185185182
301234.XSHE,5.6065,1.4999999999999902
001260.XSHE,5.6706,-0.1676914477361735
001255.XSHE,5.7319,0.032383419689119286
001259.XSHE,5.787000000000001,1.8918918918918948
001336.XSHE,5.9656,0.9732360097323589
301105.XSHE,5.9865,0.635534678087879
301314.XSHE,6.2611,1.7696777601690528
603307.XSHG,6.2645,-1.4548449080428294
688758.XSHG,6.3523,0.5009392611145858
301309.XSHE,6.4575,0.7100591715976323
301388.XSHE,6.5273,1.106382978723408
001366.XSHE,6.6204,1.4505119453924964
301295.XSHE,6.8355,1.0869565217391353
001331.XSHE,6.8867,0.2053388090349051
603280.XSHG,6.9575,1.0250102501025093
001231.XSHE,7.0107,-0.8629441624365408
001225.XSHE,7.0227,0.6634499396863891
301359.XSHE,7.08,1.4667365112624564
301097.XSHE,7.1573,1.5885416666666652
301446.XSHE,7.2663,2.2421524663677195
001299.XSHE,7.3478,-0.9821428571428537
301173.XSHE,7.4445,0.68415051311288
301552.XSHE,7.4476,0.38706110035942043
688757.XSHG,7.5476,1.1873350923482962
001368.XSHE,7.5627,3.3198743831314603
301287.XSHE,7.5653,-2.1681415929203585
301353.XSHE,7.6069,0.5054759898904804
688419.XSHG,7.6689,1.448675496688745
688755.XSHG,7.7311,0.2795097828424131
603172.XSHG,7.7374,2.182539682539675
301429.XSHE,7.8305,-0.11235955056179137
688130.XSHG,7.8645,2.126582278481015
301365.XSHE,7.8702,3.1442663378545177
301578.XSHE,7.8724,2.2838002436053495
603075.XSHG,7.886,1.5455950540958385
301557.XSHE,7.8967,3.3048267864908
001326.XSHE,7.9686,0.6392694063926951
301222.XSHE,8.0127,1.5985130111524137
688426.XSHG,8.0204,0.2850356294536782
688125.XSHG,8.0361,0.6197183098591408
301129.XSHE,8.0428,1.8340210912425547
688638.XSHG,8.0734,2.2207707380796915
688420.XSHG,8.0941,2.2106631989596837
301273.XSHE,8.1237,1.558441558441559
301560.XSHE,8.1911,0.05656108597285048
688370.XSHG,8.2205,0.7506702412868771
301106.XSHE,8.238999999999999,1.4372978799856329
301227.XSHE,8.2462,11.672794117647056
301037.XSHE,8.3549,0.6552006552006384
301361.XSHE,8.3558,0.5631819781767078
301100.XSHE,8.375,1.3922518159806385
603073.XSHG,8.3973,0.7462686567164312
301636.XSHE,8.4487,1.2815818381545219
301616.XSHE,8.466000000000001,1.4730741366819844
001256.XSHE,8.4752,0.38797284190106307
301276.XSHE,8.4931,1.7669795692987211
301279.XSHE,8.5177,7.594936708860756
001277.XSHE,8.6032,2.2121896162528243
301585.XSHE,8.6072,-0.5979498861047872
301170.XSHE,8.6322,0.5082095387021202
300965.XSHE,8.7136,-2.2057116322266146
603120.XSHG,8.7136,1.7498041264037756
