code,market_cap,pct_change
001260.XSHE,6.3818,4.253112033195028
301287.XSHE,6.85,2.7068437180796767
301314.XSHE,6.9712,2.7791087685673066
688755.XSHG,7.033,0.20060180541623396
603307.XSHG,7.1145,0.16754427955960605
301309.XSHE,7.3309,2.35294117647058
301105.XSHE,7.3393,0.35963137783769916
301636.XSHE,7.7488,0.6011608623548881
001366.XSHE,7.9344,3.7117903930131035
301295.XSHE,7.9615,-6.620689655172418
301585.XSHE,7.982,1.4540647719762045
301575.XSHE,7.9895,1.2146596858638725
301173.XSHE,8.0782,1.699083389224243
301578.XSHE,8.1002,0.25810151993117536
301388.XSHE,8.2152,4.707112970711291
001368.XSHE,8.336,3.3808553971486743
301560.XSHE,8.3442,0.6158357771260947
688420.XSHG,8.4386,1.601642710472273
605069.XSHG,8.4666,4.68262226847036
301429.XSHE,8.544,3.9657020364415763
300784.XSHE,8.5795,2.4873609706774547
301595.XSHE,8.6196,0.9991435912075408
001395.XSHE,8.6428,0.4576659038901587
301353.XSHE,8.642999999999999,1.232262882748314
688758.XSHG,8.6573,0.39408866995072067
301552.XSHE,8.6656,1.5904017857142572
603075.XSHG,8.6862,0.4770992366412097
001256.XSHE,8.6963,2.4108003857280513
301598.XSHE,8.8905,1.3087248322147582
603120.XSHG,8.8908,1.9170984455958662
001367.XSHE,8.9002,1.6780045351473927
688757.XSHG,9.0766,1.5686274509803866
301520.XSHE,9.088,2.348484848484844
301601.XSHE,9.1221,0.9797060881735487
001400.XSHE,9.123,4.627558919662822
301499.XSHE,9.187,2.4277456647398887
603172.XSHG,9.1947,4.258943781942071
301170.XSHE,9.203,2.276119402985066
001278.XSHE,9.268,4.263786242183065
301567.XSHE,9.3137,-0.22753128555176305
001335.XSHE,9.3529,5.303430079155658
301446.XSHE,9.36,0.8904109589041198
603073.XSHG,9.4101,2.7222222222222037
301581.XSHE,9.622,0.6485355648535585
300804.XSHE,9.7845,3.0706836616454014
301616.XSHE,9.83,1.4866818087962086
001333.XSHE,9.9088,1.8083182640144635
301361.XSHE,9.9369,1.1180124223602483
301399.XSHE,9.9524,2.5352112676056304
301049.XSHE,9.9657,3.010181496237263
688671.XSHG,10.0253,1.5180265654648917
301233.XSHE,10.0631,1.4251304696908829
301386.XSHE,10.1079,2.3913043478260843
301459.XSHE,10.1603,1.9376800209478962
301037.XSHE,10.1929,4.097222222222219
688370.XSHG,10.2548,1.603814477676635
301276.XSHE,10.2815,2.29147571035746
688638.XSHG,10.2986,2.7997886951928175
001373.XSHE,10.3702,3.6423841059602724
001326.XSHE,10.4488,4.25685425685427
603400.XSHG,10.5122,1.283987915407847
603262.XSHG,10.6125,0.8852821836960567
603273.XSHG,10.6511,2.9252437703141787
603409.XSHG,10.6559,1.7448856799037182
301255.XSHE,10.6586,1.967213114754096
301418.XSHE,10.7031,2.8862478777589073
603190.XSHG,10.7093,2.1251931993817585
301502.XSHE,10.7109,2.7143180275955636
603137.XSHG,10.7356,0.06872852233676952
603382.XSHG,10.7806,-0.5244182235332628
301577.XSHE,10.8205,1.1447692849594793
301157.XSHE,10.8383,2.8425798862968144
301512.XSHE,10.8881,2.236719478098781
301533.XSHE,10.9026,1.1075949367088667
301372.XSHE,10.9513,1.6819571865443583
301390.XSHE,11.0157,2.59999999999998
001231.XSHE,11.0639,3.1642624476500902
688530.XSHG,11.1156,0.8610086100860892
301519.XSHE,11.1464,4.382761139517899
001336.XSHE,11.2871,2.8001697072549847
603205.XSHG,11.2982,2.359550561797752
301668.XSHE,11.3719,0.5912334352701443
300417.XSHE,11.4444,3.565768621236143
301356.XSHE,11.4608,1.6528925619834656
301535.XSHE,11.5085,1.0644257703081195
301337.XSHE,11.5433,2.462245567957977
001225.XSHE,11.5503,1.6854973143174634
301320.XSHE,11.6087,4.097859327217113
001230.XSHE,11.6612,1.618871415356149
301373.XSHE,11.6996,-0.0985545335085436
688426.XSHG,11.7019,0.8183306055646433
301665.XSHE,11.7274,1.4895729890764597
301167.XSHE,11.7558,1.411042944785268
300886.XSHE,11.8063,1.7682468021068543
301516.XSHE,11.8386,2.991452991453003
301503.XSHE,11.9494,2.166064981949467
301658.XSHE,11.9588,2.2206556221360474
002830.XSHE,11.9599,2.757036186099948
603376.XSHG,11.9712,-0.2843846949327822
688479.XSHG,12.0086,3.881401617250657
688651.XSHG,12.0666,4.4088739118225195
300958.XSHE,12.1096,2.7027027027027195
603280.XSHG,12.3418,10.012453300124546
301252.XSHE,12.3469,1.3198757763975166
301362.XSHE,12.408,0.7225433526011571
603282.XSHG,12.4903,1.1960478419136722
001223.XSHE,12.4933,0.5828163188569269
688273.XSHG,12.5174,-0.9403467528651177
