code,market_cap,pct_change
001260.XSHE,6.1817,1.0903426791277093
603307.XSHG,6.5399,0.3652491521001888
301314.XSHE,6.7275,0.38797284190106307
688755.XSHG,6.9274,-0.60606060606061
301309.XSHE,6.9709,0.6637168141592875
301287.XSHE,7.0016,3.0067652217489416
001366.XSHE,7.2718,1.5552099533437058
301105.XSHE,7.2851,0.06773538044706484
301295.XSHE,7.5911,1.3343799058084693
001368.XSHE,7.7135,0.12494793835899909
688758.XSHG,7.7397,-1.0320478001086486
301578.XSHE,7.8152,0.05932957579353193
301636.XSHE,7.8238,0.3070624360286489
301585.XSHE,7.9534,0.5588428665351586
605069.XSHG,7.9617,2.9379760609358208
301173.XSHE,8.0232,-0.7032967032967075
301560.XSHE,8.1837,-0.7081735025081248
301429.XSHE,8.2049,2.4752475247524774
301388.XSHE,8.2453,-0.6591957811469928
301575.XSHE,8.2771,-2.45470485096434
301353.XSHE,8.3465,2.066276803118905
300784.XSHE,8.3476,0.8590713847412612
001367.XSHE,8.6342,1.0687732342007372
301520.XSHE,8.8795,1.304681504221028
001395.XSHE,8.8888,1.051924798567594
603120.XSHG,8.9067,0.6127138115904929
301601.XSHE,8.9198,0.4985754985755042
301552.XSHE,8.9202,0.6444683136412221
301049.XSHE,8.9207,2.509842519685024
603075.XSHG,8.9626,0.975836431226762
603172.XSHG,9.0044,4.171494785631502
301598.XSHE,9.0083,-0.7784625364904318
688757.XSHG,9.0451,0.46710782405603446
301170.XSHE,9.1023,1.9172932330826953
301581.XSHE,9.206,0.5021834061135433
688426.XSHG,9.2476,-0.3276003276003303
603073.XSHG,9.3287,2.6890756302520913
301567.XSHE,9.4177,-1.291184327693673
688638.XSHG,9.4466,2.0291511860531575
001333.XSHE,9.46,1.17647058823529
301037.XSHE,9.5333,1.8895348837209225
300804.XSHE,9.537,2.2104332449160102
001373.XSHE,9.6281,2.6492405510420314
301446.XSHE,9.6746,0.32948929159801743
688420.XSHG,9.696,2.833111996458615
301399.XSHE,9.7446,1.3651877133106005
001326.XSHE,9.8462,1.4906832298136719
301595.XSHE,9.85,-0.04944375772559795
301616.XSHE,9.86,0.40733197556006573
001400.XSHE,9.933,-1.9689119170984481
301499.XSHE,9.9474,-0.0694444444444442
301233.XSHE,9.9536,3.32850940665701
301386.XSHE,9.9748,-0.1718213058419349
603400.XSHG,10.0438,0.3131728322568028
688370.XSHG,10.071,-0.17346053772766545
301390.XSHE,10.1046,1.9183168316831534
301502.XSHE,10.1117,1.1562057574327378
301337.XSHE,10.1341,2.5449101796407136
301157.XSHE,10.1854,-1.3605442176870763
603137.XSHG,10.1973,1.022644265887518
001278.XSHE,10.1979,4.559585492227969
301361.XSHE,10.2779,-1.286549707602358
301255.XSHE,10.293,0.8582089552238825
301519.XSHE,10.3352,2.7928626842513626
301577.XSHE,10.4041,1.6755661940710764
301512.XSHE,10.4291,2.312560856864665
603190.XSHG,10.454,-0.1547987616099089
301372.XSHE,10.519,2.281825460368303
301418.XSHE,10.5676,0.2233389168062594
001231.XSHE,10.5749,2.3177209077740235
603262.XSHG,10.5776,0.47917434574273887
603280.XSHG,10.5899,-0.4988185875558049
001335.XSHE,10.6746,-0.21905805038335835
301665.XSHE,10.7177,-0.9544008483563071
688530.XSHG,10.8377,0.8832807570978041
603273.XSHG,10.9538,-0.20429009193053682
301516.XSHE,10.9825,0.0
301459.XSHE,11.1077,6.666666666666665
301668.XSHE,11.1253,-1.3286999182338444
001336.XSHE,11.1474,3.817787418655083
301320.XSHE,11.1722,1.2360939431396822
300958.XSHE,11.1991,1.2345679012345734
300886.XSHE,11.2258,2.1040095275903115
301533.XSHE,11.2609,-4.069767441860462
001225.XSHE,11.2999,0.392523364485986
688479.XSHG,11.3293,0.8879023307436285
603409.XSHG,11.3806,1.17647058823529
301503.XSHE,11.42,1.6772700983227251
301167.XSHE,11.4215,1.261034047919285
301373.XSHE,11.4841,0.8445945945946054
001230.XSHE,11.5179,2.9900332225913484
300417.XSHE,11.5845,2.2411128284389514
603382.XSHG,11.6146,0.5018820577164407
603205.XSHG,11.7199,3.9985326485693307
301276.XSHE,11.7371,3.7459283387622166
688573.XSHG,11.7768,-0.2703920684993366
603376.XSHG,11.8191,-1.3727013727013793
301356.XSHE,11.839,0.4184100418409997
688671.XSHG,11.9835,1.186708860759489
301362.XSHE,12.0163,1.6821491338187444
301658.XSHE,12.0536,-2.3387905111927787
001306.XSHE,12.1334,-1.0116337885685334
688701.XSHG,12.179,-1.5200868621064068
603282.XSHG,12.2207,1.3844515441959526
001390.XSHE,12.41,-0.08051529790660261
603276.XSHG,12.4659,0.8567931456548328
301272.XSHE,12.5095,2.595066803699897
603291.XSHG,12.5395,0.10373443983402453
